County,State,Commodity,Corn_Yield_BuAcre_2022,PrecisionAg_Usage_Range,PrecisionAg_Usage_Midpoint_2022 (%),Controlled_Traffic_Farming_2021,Soil_Moisture_Monitoring_Y2_Y5_2021,Precision_Pesticide_Application_2021,Precision_Ag_Nutrient_Loss_Reduction_2021,Net_CSP_Incentive_2021,High_CSP_Incentive,High_Precision_Usage
CHARLESTON,SOUTH CAROLINA,CORN,86,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
COLLETON,SOUTH CAROLINA,CORN,51.9,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
DORCHESTER,SOUTH CAROLINA,CORN,92.3,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
HAMPTON,SOUTH CAROLINA,CORN,99.7,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
EDGEFIELD,SOUTH CAROLINA,CORN,68.2,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
NEWBERRY,SOUTH CAROLINA,CORN,67.1,10 to 19.9%,15,7.06,18.47,11.35,15.55,13.11,0,0
OTHER COUNTIES,SOUTH DAKOTA,CORN,119.7,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
AURORA,SOUTH DAKOTA,CORN,108.5,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
BEADLE,SOUTH DAKOTA,CORN,128,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
BRULE,SOUTH DAKOTA,CORN,95.5,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
BUFFALO,SOUTH DAKOTA,CORN,94,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
HAND,SOUTH DAKOTA,CORN,121.5,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
HUGHES,SOUTH DAKOTA,CORN,113.6,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
HYDE,SOUTH DAKOTA,CORN,133.5,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
JERAULD,SOUTH DAKOTA,CORN,98.8,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
SULLY,SOUTH DAKOTA,CORN,133,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
BROOKINGS,SOUTH DAKOTA,CORN,174.9,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
DAVISON,SOUTH DAKOTA,CORN,111.6,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
HANSON,SOUTH DAKOTA,CORN,106.6,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
KINGSBURY,SOUTH DAKOTA,CORN,147.8,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
LAKE,SOUTH DAKOTA,CORN,161.6,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
MCCOOK,SOUTH DAKOTA,CORN,113.5,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
MINER,SOUTH DAKOTA,CORN,117.7,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
MINNEHAHA,SOUTH DAKOTA,CORN,181.2,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
SANBORN,SOUTH DAKOTA,CORN,104.1,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
BROWN,SOUTH DAKOTA,CORN,154,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
CAMPBELL,SOUTH DAKOTA,CORN,120.3,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
EDMUNDS,SOUTH DAKOTA,CORN,135.4,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
FAULK,SOUTH DAKOTA,CORN,134.2,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
MCPHERSON,SOUTH DAKOTA,CORN,125.9,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
POTTER,SOUTH DAKOTA,CORN,135,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
SPINK,SOUTH DAKOTA,CORN,163,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
WALWORTH,SOUTH DAKOTA,CORN,155.5,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
CLARK,SOUTH DAKOTA,CORN,161.1,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
CODINGTON,SOUTH DAKOTA,CORN,184.6,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
DAY,SOUTH DAKOTA,CORN,161.1,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
DEUEL,SOUTH DAKOTA,CORN,170.9,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
GRANT,SOUTH DAKOTA,CORN,159.6,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
HAMLIN,SOUTH DAKOTA,CORN,174,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
MARSHALL,SOUTH DAKOTA,CORN,165.4,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
ROBERTS,SOUTH DAKOTA,CORN,156.4,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
BUTTE,SOUTH DAKOTA,CORN,108.6,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
CORSON,SOUTH DAKOTA,CORN,73.4,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
PERKINS,SOUTH DAKOTA,CORN,53.4,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
ZIEBACH,SOUTH DAKOTA,CORN,54.4,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
LYMAN,SOUTH DAKOTA,CORN,82.7,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
MELLETTE,SOUTH DAKOTA,CORN,65.9,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
TRIPP,SOUTH DAKOTA,CORN,53.3,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
BON HOMME,SOUTH DAKOTA,CORN,81,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
CHARLES MIX,SOUTH DAKOTA,CORN,97.4,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
CLAY,SOUTH DAKOTA,CORN,110.8,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
DOUGLAS,SOUTH DAKOTA,CORN,112.8,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
HUTCHINSON,SOUTH DAKOTA,CORN,85.9,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
LINCOLN,SOUTH DAKOTA,CORN,132.4,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
TURNER,SOUTH DAKOTA,CORN,105.8,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
UNION,SOUTH DAKOTA,CORN,134.8,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
YANKTON,SOUTH DAKOTA,CORN,103.7,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
FALL RIVER,SOUTH DAKOTA,CORN,150.5,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
HAAKON,SOUTH DAKOTA,CORN,51.6,≥50%,55,7.38,17.76,11.23,15.28,12.91,0,1
OTHER COUNTIES,TENNESSEE,CORN,130.9,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
BEDFORD,TENNESSEE,CORN,122.2,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
CANNON,TENNESSEE,CORN,170.7,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
DE KALB,TENNESSEE,CORN,163.7,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
GILES,TENNESSEE,CORN,159.9,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
JACKSON,TENNESSEE,CORN,163.2,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
LINCOLN,TENNESSEE,CORN,152.8,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
MACON,TENNESSEE,CORN,133.3,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
MARSHALL,TENNESSEE,CORN,157.3,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
MAURY,TENNESSEE,CORN,97.9,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
RUTHERFORD,TENNESSEE,CORN,147.6,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
SUMNER,TENNESSEE,CORN,129,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
BLEDSOE,TENNESSEE,CORN,174.5,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
COFFEE,TENNESSEE,CORN,182.6,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
FENTRESS,TENNESSEE,CORN,162.2,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
FRANKLIN,TENNESSEE,CORN,146.9,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
OVERTON,TENNESSEE,CORN,196.4,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
SEQUATCHIE,TENNESSEE,CORN,155.2,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
VAN BUREN,TENNESSEE,CORN,176.1,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
WARREN,TENNESSEE,CORN,179.5,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
WHITE,TENNESSEE,CORN,175,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
DYER,TENNESSEE,CORN,108,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
LAKE,TENNESSEE,CORN,150,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
LAUDERDALE,TENNESSEE,CORN,135.9,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
OBION,TENNESSEE,CORN,133.3,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
TIPTON,TENNESSEE,CORN,133.9,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
BLOUNT,TENNESSEE,CORN,150.2,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
GRAINGER,TENNESSEE,CORN,147.1,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
GREENE,TENNESSEE,CORN,164.6,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
HAWKINS,TENNESSEE,CORN,133.3,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
MCMINN,TENNESSEE,CORN,152.1,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
MEIGS,TENNESSEE,CORN,176.6,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
RHEA,TENNESSEE,CORN,115.4,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
SEVIER,TENNESSEE,CORN,138.9,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
SULLIVAN,TENNESSEE,CORN,166.4,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
WASHINGTON,TENNESSEE,CORN,160,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
CARROLL,TENNESSEE,CORN,125,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
CHESTER,TENNESSEE,CORN,129.5,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
CROCKETT,TENNESSEE,CORN,108.8,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
DECATUR,TENNESSEE,CORN,117.2,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
FAYETTE,TENNESSEE,CORN,153.6,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
GIBSON,TENNESSEE,CORN,107.1,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
HARDIN,TENNESSEE,CORN,128,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
HAYWOOD,TENNESSEE,CORN,144.2,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
HENRY,TENNESSEE,CORN,104.7,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
MADISON,TENNESSEE,CORN,129.6,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
MCNAIRY,TENNESSEE,CORN,128.1,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
WEAKLEY,TENNESSEE,CORN,125.2,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
CHEATHAM,TENNESSEE,CORN,146.3,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
LAWRENCE,TENNESSEE,CORN,123.8,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
LEWIS,TENNESSEE,CORN,100,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
MONTGOMERY,TENNESSEE,CORN,133.1,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
PERRY,TENNESSEE,CORN,100,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
ROBERTSON,TENNESSEE,CORN,105.6,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
STEWART,TENNESSEE,CORN,103.8,20 to 29.9%,25,7.25,17.2,11.38,15.47,12.82,0,0
OTHER COUNTIES,TEXAS,CORN,116.3,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
BELL,TEXAS,CORN,59.2,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
COLLIN,TEXAS,CORN,61.1,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
COOKE,TEXAS,CORN,64.1,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
CORYELL,TEXAS,CORN,35,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
ELLIS,TEXAS,CORN,59.7,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
FALLS,TEXAS,CORN,73.4,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
GRAYSON,TEXAS,CORN,55,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
HILL,TEXAS,CORN,65.1,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
LAMAR,TEXAS,CORN,43.4,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
LIMESTONE,TEXAS,CORN,107.3,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
MCLENNAN,TEXAS,CORN,61.2,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
MILAM,TEXAS,CORN,70,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
NAVARRO,TEXAS,CORN,64.4,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
WILLIAMSON,TEXAS,CORN,52.2,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
SAN PATRICIO,TEXAS,CORN,34.9,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
ROBERTSON,TEXAS,CORN,85.2,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
WALLER,TEXAS,CORN,60.2,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
TOM GREEN,TEXAS,CORN,105.4,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
CAMERON,TEXAS,CORN,96.8,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
HIDALGO,TEXAS,CORN,90.7,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
DALLAM,TEXAS,CORN,128.7,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
DEAF SMITH,TEXAS,CORN,168,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
GRAY,TEXAS,CORN,165,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
HALE,TEXAS,CORN,114.3,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
HUTCHINSON,TEXAS,CORN,177.5,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
MOORE,TEXAS,CORN,145.8,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
OCHILTREE,TEXAS,CORN,183.5,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
PARMER,TEXAS,CORN,89.6,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
SHERMAN,TEXAS,CORN,173.6,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
BEXAR,TEXAS,CORN,53,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
BURLESON,TEXAS,CORN,89.7,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
CALDWELL,TEXAS,CORN,40.7,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
COLORADO,TEXAS,CORN,67.6,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
DE WITT,TEXAS,CORN,60.2,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
FAYETTE,TEXAS,CORN,55.6,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
GONZALES,TEXAS,CORN,56,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
GUADALUPE,TEXAS,CORN,33.5,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
HAYS,TEXAS,CORN,30.1,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
LAVACA,TEXAS,CORN,57.7,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
LEE,TEXAS,CORN,52.4,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
WILSON,TEXAS,CORN,51,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
JIM WELLS,TEXAS,CORN,116.1,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
CALHOUN,TEXAS,CORN,76.2,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
FORT BEND,TEXAS,CORN,72.7,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
JACKSON,TEXAS,CORN,57.2,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
MATAGORDA,TEXAS,CORN,89.8,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
VICTORIA,TEXAS,CORN,74.3,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
WHARTON,TEXAS,CORN,77.4,10 to 19.9%,15,8.3,18.39,11.46,15.34,13.37,0,0
OTHER COUNTIES,VIRGINIA,CORN,157.8,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
AMELIA,VIRGINIA,CORN,148,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
APPOMATTOX,VIRGINIA,CORN,171.4,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
BEDFORD,VIRGINIA,CORN,144,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
CAMPBELL,VIRGINIA,CORN,158.8,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
CAROLINE,VIRGINIA,CORN,167.8,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
CHESTERFIELD,VIRGINIA,CORN,143.5,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
CUMBERLAND,VIRGINIA,CORN,156.3,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
ORANGE,VIRGINIA,CORN,189.8,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
POWHATAN,VIRGINIA,CORN,178.1,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
ACCOMACK,VIRGINIA,CORN,161.8,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
CHARLES CITY,VIRGINIA,CORN,173.9,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
ESSEX,VIRGINIA,CORN,176.7,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
GLOUCESTER,VIRGINIA,CORN,169.5,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
KING AND QUEEN,VIRGINIA,CORN,166.1,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
KING WILLIAM,VIRGINIA,CORN,175,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
MIDDLESEX,VIRGINIA,CORN,189.4,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
NORTHAMPTON,VIRGINIA,CORN,166,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
NORTHUMBERLAND,VIRGINIA,CORN,186.5,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
RICHMOND,VIRGINIA,CORN,183.7,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
WESTMORELAND,VIRGINIA,CORN,178.9,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
CULPEPER,VIRGINIA,CORN,188.8,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
FAUQUIER,VIRGINIA,CORN,190,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
FREDERICK,VIRGINIA,CORN,179.4,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
MADISON,VIRGINIA,CORN,191.5,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
PAGE,VIRGINIA,CORN,164.2,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
ROCKINGHAM,VIRGINIA,CORN,191.2,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
SHENANDOAH,VIRGINIA,CORN,183,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
STAFFORD,VIRGINIA,CORN,188.2,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
BRUNSWICK,VIRGINIA,CORN,151.8,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
DINWIDDIE,VIRGINIA,CORN,148.4,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
GREENSVILLE,VIRGINIA,CORN,149.4,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
ISLE OF WIGHT,VIRGINIA,CORN,136.2,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
MECKLENBURG,VIRGINIA,CORN,151.8,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
PRINCE GEORGE,VIRGINIA,CORN,165.8,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
SOUTHAMPTON,VIRGINIA,CORN,164.3,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
SUFFOLK CITY,VIRGINIA,CORN,130.1,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
SURRY,VIRGINIA,CORN,166,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
SUSSEX,VIRGINIA,CORN,151.5,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
CHARLOTTE,VIRGINIA,CORN,135.4,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
FRANKLIN,VIRGINIA,CORN,141.8,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
LUNENBURG,VIRGINIA,CORN,118.8,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
PITTSYLVANIA,VIRGINIA,CORN,93.3,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
LEE,VIRGINIA,CORN,125.4,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
WASHINGTON,VIRGINIA,CORN,138.5,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
AUGUSTA,VIRGINIA,CORN,191.9,30 to 39.9%,35,8.25,,,16.21,12.23,0,0
OTHER COUNTIES,WASHINGTON,CORN,226.7,30 to 39.9%,35,9.63,25.93,11.84,15.62,15.76,1,0
YAKIMA,WASHINGTON,CORN,218.3,30 to 39.9%,35,9.63,25.93,11.84,15.62,15.76,1,0
ADAMS,WASHINGTON,CORN,208,30 to 39.9%,35,9.63,25.93,11.84,15.62,15.76,1,0
FRANKLIN,WASHINGTON,CORN,215.1,30 to 39.9%,35,9.63,25.93,11.84,15.62,15.76,1,0
GRANT,WASHINGTON,CORN,217.4,30 to 39.9%,35,9.63,25.93,11.84,15.62,15.76,1,0
OTHER COUNTIES,WISCONSIN,CORN,114.3,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
ADAMS,WISCONSIN,CORN,173.2,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
GREEN LAKE,WISCONSIN,CORN,185.4,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
JUNEAU,WISCONSIN,CORN,167.6,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
MARQUETTE,WISCONSIN,CORN,143.1,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
PORTAGE,WISCONSIN,CORN,174.4,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
WAUPACA,WISCONSIN,CORN,175.3,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
WAUSHARA,WISCONSIN,CORN,174.7,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
WOOD,WISCONSIN,CORN,167.9,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
BROWN,WISCONSIN,CORN,170.9,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
CALUMET,WISCONSIN,CORN,177.9,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
DOOR,WISCONSIN,CORN,171.4,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
FOND DU LAC,WISCONSIN,CORN,187.9,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
KEWAUNEE,WISCONSIN,CORN,171.4,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
MANITOWOC,WISCONSIN,CORN,180,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
OUTAGAMIE,WISCONSIN,CORN,182.2,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
SHEBOYGAN,WISCONSIN,CORN,170.3,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
WINNEBAGO,WISCONSIN,CORN,172,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
CLARK,WISCONSIN,CORN,148.8,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
LINCOLN,WISCONSIN,CORN,139.2,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
MARATHON,WISCONSIN,CORN,149,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
PRICE,WISCONSIN,CORN,122.6,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
TAYLOR,WISCONSIN,CORN,139.1,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
LANGLADE,WISCONSIN,CORN,149.8,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
MARINETTE,WISCONSIN,CORN,133.1,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
OCONTO,WISCONSIN,CORN,151.2,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
SHAWANO,WISCONSIN,CORN,170.5,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
BARRON,WISCONSIN,CORN,155.9,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
BAYFIELD,WISCONSIN,CORN,115.6,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
BURNETT,WISCONSIN,CORN,135.3,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
CHIPPEWA,WISCONSIN,CORN,162,30 to 39.9%,35,8.16,21.98,11.4,15.38,14.23,0,0
